,usage_dateID_zulu,usage_timeID_zulu,sunlight_duration_minutes,usage_kWh,passengers,atms
511,20190111,155959,890.42,1063.62,846.0,8.0
512,20190111,162959,890.42,927.06,1554.0,11.0
513,20190111,165959,890.42,1112.89,1628.0,16.0
514,20190111,172959,890.42,897.15,1277.0,14.0
515,20190111,175959,890.42,1113.96,1135.0,12.0
516,20190111,182959,890.42,962.26,1132.0,10.0
517,20190111,185959,890.42,1067.85,1065.0,12.0
518,20190111,192959,890.42,940.79,1339.0,14.0
519,20190111,195959,890.42,1095.65,1169.0,11.0
520,20190111,202959,890.42,872.51,852.0,14.0
521,20190111,205959,890.42,1141.76,578.0,6.0
522,20190111,212959,890.42,825.7,371.0,6.0
523,20190111,215959,890.42,974.93,757.0,9.0
524,20190111,222959,890.42,758.12,462.0,6.0
525,20190111,225959,890.42,758.12,491.0,3.0
